COUNTRY;REGION;Fecha;cum_pos_pcr;cum_pos_zero;cum_pos_ag;cum_pos_total;cum_total_muestras
PE;PUNO;2021-02-03;2204;18827;207;21238;117288
PE;PUNO;2021-02-04;2286;18867;224;21377;118344
PE;PUNO;2021-02-05;2335;18896;251;21482;118891
PE;PUNO;2021-02-06;2502;18915;285;21702;119837
PE;PUNO;2021-02-07;2564;18962;297;21823;120231
PE;PUNO;2021-02-08;2564;18996;324;21884;120522
PE;PUNO;2021-02-09;2581;19039;352;21972;120795
PE;PUNO;2021-02-10;2635;19089;388;22112;121464
PE;PUNO;2021-02-11;2680;19139;440;22259;122093
PE;PUNO;2021-02-12;2747;19174;482;22403;122903
PE;PUNO;2021-02-13;2792;19196;545;22533;123524
PE;PUNO;2021-02-14;2837;19267;579;22683;124097
PE;PUNO;2021-02-15;2837;19279;590;22706;124305
PE;PUNO;2021-02-16;2837;19298;614;22749;124709
PE;PUNO;2021-02-17;2868;19308;678;22854;125325
PE;PUNO;2021-02-18;2900;19363;720;22983;126233
PE;PUNO;2021-02-19;2997;19412;750;23159;126942
PE;PUNO;2021-02-20;3015;19435;783;23233;127526
PE;PUNO;2021-02-21;3043;19489;815;23347;128036
PE;PUNO;2021-02-22;3087;19505;843;23435;128502
PE;PUNO;2021-02-23;3087;19529;885;23501;129098
PE;SAN MARTIN;2020-03-23;1;;;1;
PE;SAN MARTIN;2020-03-24;1;;;1;
PE;SAN MARTIN;2020-03-25;1;;;1;
PE;SAN MARTIN;2020-03-26;1;;;1;
PE;SAN MARTIN;2020-03-27;1;;;1;
PE;SAN MARTIN;2020-03-28;2;;;2;
PE;SAN MARTIN;2020-03-29;3;;;3;
PE;SAN MARTIN;2020-03-30;5;;;5;
PE;SAN MARTIN;2020-03-31;6;;;6;
PE;SAN MARTIN;2020-04-01;6;;;6;
PE;SAN MARTIN;2020-04-02;6;;;6;
PE;SAN MARTIN;2020-04-03;6;;;6;
PE;SAN MARTIN;2020-04-04;8;;;8;
PE;SAN MARTIN;2020-04-05;8;;;8;
PE;SAN MARTIN;2020-04-06;8;;;8;
PE;SAN MARTIN;2020-04-07;8;;;8;
PE;SAN MARTIN;2020-04-08;11;0;;11;
PE;SAN MARTIN;2020-04-09;15;0;;15;
PE;SAN MARTIN;2020-04-10;18;0;;18;
PE;SAN MARTIN;2020-04-11;20;0;;20;
PE;SAN MARTIN;2020-04-12;22;1;;23;
PE;SAN MARTIN;2020-04-13;22;1;;23;
PE;SAN MARTIN;2020-04-14;22;1;;23;
PE;SAN MARTIN;2020-04-15;28;19;;47;
PE;SAN MARTIN;2020-04-16;28;19;;47;
PE;SAN MARTIN;2020-04-17;28;21;;49;
PE;SAN MARTIN;2020-04-18;28;53;;81;
PE;SAN MARTIN;2020-04-19;28;66;;94;
PE;SAN MARTIN;2020-04-20;28;66;;94;1486
PE;SAN MARTIN;2020-04-21;29;71;;100;1548
PE;SAN MARTIN;2020-04-22;29;78;;107;1580
PE;SAN MARTIN;2020-04-23;29;82;;111;2102
PE;SAN MARTIN;2020-04-24;30;87;;117;2781
PE;SAN MARTIN;2020-04-25;30;91;;121;2825
PE;SAN MARTIN;2020-04-26;37;114;;151;3600
PE;SAN MARTIN;2020-04-27;39;127;;166;3697
PE;SAN MARTIN;2020-04-28;52;126;;178;4306
PE;SAN MARTIN;2020-04-29;69;136;;205;4587
PE;SAN MARTIN;2020-04-30;72;166;;238;4760
PE;SAN MARTIN;2020-05-01;72;176;;248;5181
PE;SAN MARTIN;2020-05-02;72;193;;265;5238
PE;SAN MARTIN;2020-05-03;81;201;;282;6019
PE;SAN MARTIN;2020-05-04;100;196;;296;6247
PE;SAN MARTIN;2020-05-05;102;201;;303;6487
PE;SAN MARTIN;2020-05-06;115;202;;317;7002
PE;SAN MARTIN;2020-05-07;122;212;;334;7443
PE;SAN MARTIN;2020-05-08;141;253;;394;8026
PE;SAN MARTIN;2020-05-09;143;285;;428;8775
PE;SAN MARTIN;2020-05-10;164;302;;466;9093
PE;SAN MARTIN;2020-05-11;164;309;;473;9237
PE;SAN MARTIN;2020-05-12;164;325;;489;9739
PE;SAN MARTIN;2020-05-13;164;341;;505;10018
PE;SAN MARTIN;2020-05-14;164;385;;549;10208
PE;SAN MARTIN;2020-05-15;165;398;;563;10673
PE;SAN MARTIN;2020-05-16;172;426;;598;11060
PE;SAN MARTIN;2020-05-17;190;455;;645;11296
PE;SAN MARTIN;2020-05-18;195;457;;652;11448
PE;SAN MARTIN;2020-05-19;205;534;;739;11546
PE;SAN MARTIN;2020-05-20;235;587;;822;12394
PE;SAN MARTIN;2020-05-21;242;615;;857;12668
PE;SAN MARTIN;2020-05-22;243;660;;903;13075
PE;SAN MARTIN;2020-05-23;245;693;;938;13584
PE;SAN MARTIN;2020-05-24;245;712;;957;14306
PE;SAN MARTIN;2020-05-25;245;735;;980;14645
PE;SAN MARTIN;2020-05-26;245;758;;1003;15203
PE;SAN MARTIN;2020-05-27;245;792;;1037;15793
PE;SAN MARTIN;2020-05-28;245;848;;1093;15893
PE;SAN MARTIN;2020-05-29;275;876;;1151;16391
PE;SAN MARTIN;2020-05-30;275;950;;1225;17169
PE;SAN MARTIN;2020-05-31;294;1002;;1296;17987
PE;SAN MARTIN;2020-06-01;313;1022;;1335;18337
PE;SAN MARTIN;2020-06-02;350;1083;;1433;18525
PE;SAN MARTIN;2020-06-03;363;1139;;1502;19058
PE;SAN MARTIN;2020-06-04;443;1219;;1662;19947
PE;SAN MARTIN;2020-06-05;424;1357;;1781;20606
PE;SAN MARTIN;2020-06-06;444;1403;;1847;21166
PE;SAN MARTIN;2020-06-07;448;1448;;1896;21517
PE;SAN MARTIN;2020-06-08;484;1468;;1952;21736
PE;SAN MARTIN;2020-06-09;500;1552;;2052;22319
PE;SAN MARTIN;2020-06-10;548;1658;;2206;23116
PE;SAN MARTIN;2020-06-11;587;1719;;2306;23939
PE;SAN MARTIN;2020-06-12;649;1805;;2454;24847
PE;SAN MARTIN;2020-06-13;707;1967;;2674;25474
PE;SAN MARTIN;2020-06-14;707;2047;;2754;26023
PE;SAN MARTIN;2020-06-15;707;2119;;2826;26377
PE;SAN MARTIN;2020-06-16;707;2204;;2911;26655
PE;SAN MARTIN;2020-06-17;752;2263;;3015;27269
PE;SAN MARTIN;2020-06-18;752;2358;;3110;27853
PE;SAN MARTIN;2020-06-19;800;2450;;3250;28510
PE;SAN MARTIN;2020-06-20;860;2523;;3383;29101
PE;SAN MARTIN;2020-06-21;916;2637;;3553;29752
PE;SAN MARTIN;2020-06-22;916;2698;;3614;30172
PE;SAN MARTIN;2020-06-23;918;2782;;3700;30683
PE;SAN MARTIN;2020-06-24;932;2872;;3804;31283
PE;SAN MARTIN;2020-06-25;1011;2964;;3975;31755
PE;SAN MARTIN;2020-06-26;1075;3088;;4163;32522
PE;SAN MARTIN;2020-06-27;1137;3224;;4361;33017
PE;SAN MARTIN;2020-06-28;1174;3374;;4548;33467
PE;SAN MARTIN;2020-06-29;1227;3469;;4696;33952
PE;SAN MARTIN;2020-06-30;1344;3638;;4982;34479
PE;SAN MARTIN;2020-07-01;1347;3729;;5076;35118
PE;SAN MARTIN;2020-07-02;1450;3866;;5316;36083
PE;SAN MARTIN;2020-07-03;1508;4081;;5589;36693
PE;SAN MARTIN;2020-07-04;1555;4266;;5821;37535
PE;SAN MARTIN;2020-07-05;1571;4376;;5947;38151
PE;SAN MARTIN;2020-07-06;1581;4442;;6023;38622
PE;SAN MARTIN;2020-07-07;1585;4512;;6097;38867
PE;SAN MARTIN;2020-07-08;1595;4621;;6216;39326
PE;SAN MARTIN;2020-07-09;1600;4706;;6306;39902
PE;SAN MARTIN;2020-07-10;1614;4819;;6433;40319
PE;SAN MARTIN;2020-07-11;1631;4903;;6534;40987
PE;SAN MARTIN;2020-07-12;1652;4956;;6608;41425
PE;SAN MARTIN;2020-07-13;1678;5012;;6690;41786
PE;SAN MARTIN;2020-07-14;1679;5056;;6735;41952
PE;SAN MARTIN;2020-07-15;1719;5078;;6797;42110
PE;SAN MARTIN;2020-07-16;1735;5128;;6863;42416
PE;SAN MARTIN;2020-07-17;1759;5146;;6905;42581
PE;SAN MARTIN;2020-07-18;1774;5173;;6947;42736
PE;SAN MARTIN;2020-07-19;1796;5223;;7019;43115
PE;SAN MARTIN;2020-07-20;1804;5303;;7107;43394
PE;SAN MARTIN;2020-07-21;1804;5305;;7109;43421
PE;SAN MARTIN;2020-07-22;1857;5329;;7186;43738
PE;SAN MARTIN;2020-07-23;1876;5395;;7271;44213
PE;SAN MARTIN;2020-07-24;1889;5522;;7411;44897
PE;SAN MARTIN;2020-07-25;1889;5522;;7411;44897
PE;SAN MARTIN;2020-07-26;1932;5789;;7721;45852
PE;SAN MARTIN;2020-07-27;1932;5909;;7841;46221
PE;SAN MARTIN;2020-07-28;1940;6096;;8036;46957
PE;SAN MARTIN;2020-07-29;1940;6318;;8258;47927
PE;SAN MARTIN;2020-07-30;1940;6625;;8565;48517
PE;SAN MARTIN;2020-07-31;1976;6766;;8742;49142
PE;SAN MARTIN;2020-08-01;1986;6887;;8873;49814
PE;SAN MARTIN;2020-08-02;1986;6999;;8985;50118
PE;SAN MARTIN;2020-08-03;1996;7069;;9065;50351
PE;SAN MARTIN;2020-08-04;1996;7222;;9218;50795
PE;SAN MARTIN;2020-08-05;2021;7439;;9460;51426
PE;SAN MARTIN;2020-08-06;2030;7635;;9665;52074
PE;SAN MARTIN;2020-08-07;2037;7825;;9862;52648
PE;SAN MARTIN;2020-08-08;2041;7972;;10013;53208
PE;SAN MARTIN;2020-08-09;2057;8092;;10149;53630
PE;SAN MARTIN;2020-08-10;2057;8158;;10215;53801
PE;SAN MARTIN;2020-08-11;2060;8337;;10397;54328
PE;SAN MARTIN;2020-08-12;2061;8542;;10603;54973
PE;SAN MARTIN;2020-08-13;2079;8704;;10783;55621
PE;SAN MARTIN;2020-08-14;2084;8849;;10933;56106
PE;SAN MARTIN;2020-08-15;2095;9000;;11095;56538
PE;SAN MARTIN;2020-08-16;2115;9125;;11240;57058
PE;SAN MARTIN;2020-08-17;2115;9203;;11318;57356
PE;SAN MARTIN;2020-08-18;2143;9339;;11482;57742
PE;SAN MARTIN;2020-08-19;2169;9465;;11634;58256
PE;SAN MARTIN;2020-08-20;2198;9618;;11816;58743
PE;SAN MARTIN;2020-08-21;2225;9750;;11975;59210
PE;SAN MARTIN;2020-08-22;2231;9860;;12091;59589
PE;SAN MARTIN;2020-08-23;2232;10041;;12273;60172
PE;SAN MARTIN;2020-08-24;2256;10204;;12460;60586
PE;SAN MARTIN;2020-08-25;2285;10316;;12601;61021
PE;SAN MARTIN;2020-08-26;2285;10467;;12752;61479
PE;SAN MARTIN;2020-08-27;2285;10680;;12965;62165
PE;SAN MARTIN;2020-08-28;2311;10863;;13174;62720
PE;SAN MARTIN;2020-08-29;2312;11116;;13428;63186
PE;SAN MARTIN;2020-08-30;2332;11293;;13625;63718
PE;SAN MARTIN;2020-08-31;2348;11326;;13674;63886
PE;SAN MARTIN;2020-09-01;2369;11426;;13795;64146
PE;SAN MARTIN;2020-09-02;2369;11570;;13939;64497
PE;SAN MARTIN;2020-09-03;2413;11688;;14101;64753
PE;SAN MARTIN;2020-09-04;2434;11829;;14263;65246
PE;SAN MARTIN;2020-09-05;2444;11940;;14384;65605
PE;SAN MARTIN;2020-09-06;2469;12120;;14589;66085
PE;SAN MARTIN;2020-09-07;2469;12144;;14613;66145
PE;SAN MARTIN;2020-09-08;2492;12203;;14695;66345
PE;SAN MARTIN;2020-09-09;2517;12315;;14832;66635
PE;SAN MARTIN;2020-09-10;2522;12477;;14999;67084
PE;SAN MARTIN;2020-09-11;2522;12637;;15159;67578
PE;SAN MARTIN;2020-09-12;2522;12711;;15233;67929
PE;SAN MARTIN;2020-09-13;2569;12871;;15440;68395
PE;SAN MARTIN;2020-09-14;2569;12976;;15545;68724
PE;SAN MARTIN;2020-09-15;2607;13100;;15707;69050
PE;SAN MARTIN;2020-09-16;2607;13356;;15963;69633
PE;SAN MARTIN;2020-09-17;2608;13493;;16101;70069
PE;SAN MARTIN;2020-09-18;2624;13673;;16297;70531
PE;SAN MARTIN;2020-09-19;2624;13832;;16456;70932
PE;SAN MARTIN;2020-09-20;2629;14002;;16631;71448
PE;SAN MARTIN;2020-09-21;2629;14002;;16631;71448
PE;SAN MARTIN;2020-09-22;2629;14130;;16759;71728
PE;SAN MARTIN;2020-09-23;2642;14311;;16953;72206
PE;SAN MARTIN;2020-09-24;2644;14420;;17064;72620
PE;SAN MARTIN;2020-09-25;2644;14560;;17204;73174
PE;SAN MARTIN;2020-09-26;2644;14722;;17366;73646
PE;SAN MARTIN;2020-09-27;2647;14855;;17502;74016
PE;SAN MARTIN;2020-09-28;2649;14949;;17598;74241
PE;SAN MARTIN;2020-09-29;2650;15095;;17745;74552
PE;SAN MARTIN;2020-09-30;2652;15234;;17886;74780
PE;SAN MARTIN;2020-10-01;2655;15389;;18044;75049
PE;SAN MARTIN;2020-10-02;2670;15485;;18155;75176
PE;SAN MARTIN;2020-10-03;2671;15591;;18262;75361
PE;SAN MARTIN;2020-10-04;2672;15697;;18369;75546
PE;SAN MARTIN;2020-10-05;2672;15721;;18393;75604
PE;SAN MARTIN;2020-10-06;2674;15809;;18483;75760
PE;SAN MARTIN;2020-10-07;2686;15906;;18592;75985
PE;SAN MARTIN;2020-10-08;2691;15984;;18675;76156
PE;SAN MARTIN;2020-10-09;2694;16205;;18899;76566
PE;SAN MARTIN;2020-10-10;2696;16297;;18993;76931
PE;SAN MARTIN;2020-10-11;2702;16485;;19187;77575
PE;SAN MARTIN;2020-10-12;2708;16569;;19277;77828
PE;SAN MARTIN;2020-10-13;2708;16735;;19443;78370
PE;SAN MARTIN;2020-10-14;2715;16794;;19509;78972
PE;SAN MARTIN;2020-10-15;2721;16856;;19577;79250
PE;SAN MARTIN;2020-10-16;2727;16931;;19658;79521
PE;SAN MARTIN;2020-10-17;2734;17041;;19775;79800
PE;SAN MARTIN;2020-10-18;2741;17114;;19855;80091
PE;SAN MARTIN;2020-10-19;2743;17158;;19901;80377
PE;SAN MARTIN;2020-10-20;2755;17261;;20016;80729
PE;SAN MARTIN;2020-10-21;2759;17386;;20145;81169
PE;SAN MARTIN;2020-10-22;2759;17500;;20259;81519
PE;SAN MARTIN;2020-10-23;2773;17619;;20392;82051
PE;SAN MARTIN;2020-10-24;2781;17738;;20519;82586
PE;SAN MARTIN;2020-10-25;2824;17834;;20658;83454
PE;SAN MARTIN;2020-10-26;2840;17878;;20718;83747
PE;SAN MARTIN;2020-10-27;2869;17959;;20828;84183
PE;SAN MARTIN;2020-10-28;2869;18063;;20932;84595
PE;SAN MARTIN;2020-10-29;2896;18183;;21079;85062
PE;SAN MARTIN;2020-10-30;2946;18285;;21231;85421
PE;SAN MARTIN;2020-10-31;2962;18347;;21309;85725
PE;SAN MARTIN;2020-11-01;2994;18455;;21449;86193
PE;SAN MARTIN;2020-11-02;2995;18587;;21582;86800
PE;SAN MARTIN;2020-11-03;3002;18772;;21774;87294
PE;SAN MARTIN;2020-11-04;3006;18827;;21833;87576
PE;SAN MARTIN;2020-11-05;3008;18924;;21932;87839
PE;SAN MARTIN;2020-11-06;3022;19014;;22036;88283
PE;SAN MARTIN;2020-11-07;3036;19080;;22116;88691
PE;SAN MARTIN;2020-11-08;3045;19213;;22258;89069
PE;SAN MARTIN;2020-11-09;3051;19260;;22311;89252
PE;SAN MARTIN;2020-11-10;3052;19355;;22407;89649
PE;SAN MARTIN;2020-11-11;3054;19459;;22513;90061
PE;SAN MARTIN;2020-11-12;3058;19537;;22595;90617
PE;SAN MARTIN;2020-11-13;3067;19627;;22694;91031
PE;SAN MARTIN;2020-11-14;3073;19709;;22782;91433
PE;SAN MARTIN;2020-11-15;3082;19786;;22868;91781
PE;SAN MARTIN;2020-11-16;3083;19847;;22930;91933
PE;SAN MARTIN;2020-11-17;3087;19901;;22988;92231
PE;SAN MARTIN;2020-11-18;3095;19960;;23055;92595
PE;SAN MARTIN;2020-11-19;3102;20018;;23120;92958
PE;SAN MARTIN;2020-11-20;3118;20086;;23204;93277
PE;SAN MARTIN;2020-11-21;3120;20195;;23315;93672
PE;SAN MARTIN;2020-11-22;3120;20305;;23425;93995
PE;SAN MARTIN;2020-11-23;3120;20311;;23431;94027
PE;SAN MARTIN;2020-11-24;3140;20394;;23534;94403
PE;SAN MARTIN;2020-11-25;3147;20527;;23674;94811
PE;SAN MARTIN;2020-11-26;3154;20660;;23814;95219
PE;SAN MARTIN;2020-11-27;3157;20769;;23926;95570
PE;SAN MARTIN;2020-11-28;3159;20814;;23973;95914
PE;SAN MARTIN;2020-11-29;3161;20889;;24050;96198
PE;SAN MARTIN;2020-11-30;3161;20917;;24078;96249
PE;SAN MARTIN;2020-12-01;3162;20997;;24159;96485
PE;SAN MARTIN;2020-12-02;3171;21058;;24229;96762
PE;SAN MARTIN;2020-12-03;3172;21148;;24320;97071
PE;SAN MARTIN;2020-12-04;3174;21215;;24389;97344
PE;SAN MARTIN;2020-12-05;3176;21280;;24456;97552
PE;SAN MARTIN;2020-12-06;3176;21324;;24500;97752
PE;SAN MARTIN;2020-12-07;3197;21344;;24541;97879
PE;SAN MARTIN;2020-12-08;3197;21398;;24595;98162
PE;SAN MARTIN;2020-12-09;3198;21405;;24603;98252
PE;SAN MARTIN;2020-12-10;3198;21445;;24643;98441
PE;SAN MARTIN;2020-12-11;3198;21515;;24713;98752
PE;SAN MARTIN;2020-12-12;3201;21562;;24763;99055
PE;SAN MARTIN;2020-12-13;3202;21668;;24870;99526
PE;SAN MARTIN;2020-12-14;3202;21684;;24886;99608
PE;SAN MARTIN;2020-12-15;3212;21764;;24976;99876
PE;SAN MARTIN;2020-12-16;3212;21816;;25028;100195
PE;SAN MARTIN;2020-12-17;3230;21898;;25128;100594
PE;SAN MARTIN;2020-12-18;3230;21957;;25187;101181
PE;SAN MARTIN;2020-12-19;3237;22022;;25259;101571
PE;SAN MARTIN;2020-12-20;3243;22042;;25285;101733
PE;SAN MARTIN;2020-12-21;3255;22052;;25307;101841
PE;SAN MARTIN;2020-12-22;3255;22086;;25341;101971
PE;SAN MARTIN;2020-12-23;3264;22172;;25436;102309
PE;SAN MARTIN;2020-12-24;3270;22243;;25513;102589
PE;SAN MARTIN;2020-12-25;3281;22304;;25585;102943
PE;SAN MARTIN;2020-12-26;3290;22317;;25607;103034
PE;SAN MARTIN;2020-12-27;3293;22327;;25620;103145
PE;SAN MARTIN;2020-12-28;3308;22330;;25638;103242
PE;SAN MARTIN;2020-12-29;3309;22396;;25705;103439
PE;SAN MARTIN;2020-12-30;3343;22431;;25774;103893
PE;SAN MARTIN;2020-12-31;3352;22466;;25818;104071
PE;SAN MARTIN;2021-01-01;3361;22474;;25835;104181
PE;SAN MARTIN;2021-01-02;3361;22476;;25837;104201
PE;SAN MARTIN;2021-01-03;3370;22477;;25847;104351
PE;SAN MARTIN;2021-01-04;3388;22478;;25866;104438
PE;SAN MARTIN;2021-01-05;3388;22478;;25866;104567
PE;SAN MARTIN;2021-01-06;3423;22513;0;25936;105041
PE;SAN MARTIN;2021-01-07;3448;22518;0;25966;105128
PE;SAN MARTIN;2021-01-08;3486;22538;0;26024;105255
PE;SAN MARTIN;2021-01-09;3508;22540;0;26048;105327
PE;SAN MARTIN;2021-01-10;3528;22552;0;26080;105378
PE;SAN MARTIN;2021-01-11;3564;22561;0;26125;105505
PE;SAN MARTIN;2021-01-12;3581;22580;0;26161;105642
PE;SAN MARTIN;2021-01-13;3631;22589;3;26223;105838
PE;SAN MARTIN;2021-01-14;3663;22626;3;26292;106582
PE;SAN MARTIN;2021-01-15;3691;22649;10;26350;107030
PE;SAN MARTIN;2021-01-16;3738;22685;10;26433;107544
PE;SAN MARTIN;2021-01-17;3775;22712;15;26502;108060
PE;SAN MARTIN;2021-01-18;3788;22717;16;26521;108223
PE;SAN MARTIN;2021-01-19;3823;22745;16;26584;108669
PE;SAN MARTIN;2021-01-20;3863;22786;18;26667;109132
PE;SAN MARTIN;2021-01-21;3918;22815;19;26752;109726
PE;SAN MARTIN;2021-01-22;3981;22895;20;26896;110320
PE;SAN MARTIN;2021-01-23;4014;22945;32;26991;111042
PE;SAN MARTIN;2021-01-24;4070;22979;38;27087;111544
PE;SAN MARTIN;2021-01-25;4081;22987;38;27106;111656
PE;SAN MARTIN;2021-01-26;4125;23007;41;27173;111844
PE;SAN MARTIN;2021-01-27;4167;23058;50;27275;112269
PE;SAN MARTIN;2021-01-28;4205;23103;59;27367;112720
PE;SAN MARTIN;2021-01-29;4254;23150;65;27469;113342
PE;SAN MARTIN;2021-01-30;4287;23201;70;27558;113781
PE;SAN MARTIN;2021-01-31;4327;23223;79;27629;114381
PE;SAN MARTIN;2021-02-01;4338;23226;88;27652;114505
PE;SAN MARTIN;2021-02-02;4393;23252;94;27739;115052
PE;SAN MARTIN;2021-02-03;4438;23293;105;27836;115607
PE;SAN MARTIN;2021-02-04;4452;23340;120;27912;115970
PE;SAN MARTIN;2021-02-05;4500;23398;131;28029;116630
PE;SAN MARTIN;2021-02-06;4533;23407;155;28095;117341
PE;SAN MARTIN;2021-02-07;4536;23452;163;28151;117678
PE;SAN MARTIN;2021-02-08;4561;23460;171;28192;117980
PE;SAN MARTIN;2021-02-09;4586;23487;183;28256;118369
PE;SAN MARTIN;2021-02-10;4633;23521;191;28345;118973
PE;SAN MARTIN;2021-02-11;4683;23566;211;28460;119794
PE;SAN MARTIN;2021-02-12;4683;23608;235;28526;120296
PE;SAN MARTIN;2021-02-13;4714;23609;256;28579;120936
PE;SAN MARTIN;2021-02-14;4737;23665;283;28685;121548
PE;SAN MARTIN;2021-02-15;4737;23668;283;28688;121612
PE;SAN MARTIN;2021-02-16;4762;23698;309;28769;122469
PE;SAN MARTIN;2021-02-17;4783;23698;341;28822;123219
PE;SAN MARTIN;2021-02-18;4805;23770;365;28940;124038
PE;SAN MARTIN;2021-02-19;4843;23812;399;29054;124744
PE;SAN MARTIN;2021-02-20;4865;23819;439;29123;125379
PE;SAN MARTIN;2021-02-21;4923;23883;472;29278;126060
PE;SAN MARTIN;2021-02-22;4935;23887;489;29311;126260
PE;SAN MARTIN;2021-02-23;4959;23912;526;29397;126890
PE;TACNA;2020-03-29;1;;;1;
PE;TACNA;2020-03-30;1;;;1;
PE;TACNA;2020-03-31;2;;;2;
PE;TACNA;2020-04-01;3;;;3;
PE;TACNA;2020-04-02;3;;;3;
PE;TACNA;2020-04-03;3;;;3;
PE;TACNA;2020-04-04;3;;;3;
PE;TACNA;2020-04-05;9;;;9;
PE;TACNA;2020-04-06;9;;;9;
PE;TACNA;2020-04-07;9;;;9;
PE;TACNA;2020-04-08;9;0;;9;
PE;TACNA;2020-04-09;9;0;;9;
PE;TACNA;2020-04-10;9;0;;9;
PE;TACNA;2020-04-11;9;0;;9;
PE;TACNA;2020-04-12;9;0;;9;
PE;TACNA;2020-04-13;9;0;;9;
PE;TACNA;2020-04-14;9;0;;9;
PE;TACNA;2020-04-15;9;1;;10;
PE;TACNA;2020-04-16;9;5;;14;
PE;TACNA;2020-04-17;10;10;;20;
PE;TACNA;2020-04-18;10;18;;28;
PE;TACNA;2020-04-19;10;25;;35;
PE;TACNA;2020-04-20;10;25;;35;1010
PE;TACNA;2020-04-21;12;30;;42;1090
PE;TACNA;2020-04-22;10;34;;44;1158
PE;TACNA;2020-04-23;12;38;;50;1497
PE;TACNA;2020-04-24;13;46;;59;2797
PE;TACNA;2020-04-25;13;54;;67;2820
PE;TACNA;2020-04-26;17;51;;68;3300
PE;TACNA;2020-04-27;17;54;;71;3642
PE;TACNA;2020-04-28;17;60;;77;3903
PE;TACNA;2020-04-29;17;77;;94;4353
PE;TACNA;2020-04-30;17;94;;111;4749
PE;TACNA;2020-05-01;17;109;;126;5271
PE;TACNA;2020-05-02;19;109;;128;5487
PE;TACNA;2020-05-03;19;122;;141;5705
PE;TACNA;2020-05-04;19;122;;141;5757
PE;TACNA;2020-05-05;19;130;;149;6153
PE;TACNA;2020-05-06;19;141;;160;6566
PE;TACNA;2020-05-07;19;147;;166;6698
PE;TACNA;2020-05-08;19;147;;166;6831
PE;TACNA;2020-05-09;21;150;;171;7019
PE;TACNA;2020-05-10;24;154;;178;7177
PE;TACNA;2020-05-11;24;154;;178;7190
PE;TACNA;2020-05-12;24;154;;178;7390
PE;TACNA;2020-05-13;24;157;;181;7554
PE;TACNA;2020-05-14;24;163;;187;7843
PE;TACNA;2020-05-15;26;171;;197;7923
PE;TACNA;2020-05-16;26;182;;208;8194
PE;TACNA;2020-05-17;26;189;;215;8490
PE;TACNA;2020-05-18;26;190;;216;8578
PE;TACNA;2020-05-19;32;196;;228;8768
PE;TACNA;2020-05-20;30;212;;242;9444
PE;TACNA;2020-05-21;30;224;;254;9858
PE;TACNA;2020-05-22;30;249;;279;10078
PE;TACNA;2020-05-23;41;250;;291;10603
PE;TACNA;2020-05-24;41;250;;291;11021
PE;TACNA;2020-05-25;41;284;;325;11548
PE;TACNA;2020-05-26;41;300;;341;11989
PE;TACNA;2020-05-27;53;307;;360;12498
PE;TACNA;2020-05-28;53;319;;372;13136
PE;TACNA;2020-05-29;55;317;;372;14018
PE;TACNA;2020-05-30;53;322;;375;14847
PE;TACNA;2020-05-31;53;340;;393;15797
PE;TACNA;2020-06-01;58;361;;419;15943
PE;TACNA;2020-06-02;58;389;;447;16597
PE;TACNA;2020-06-03;58;400;;458;17145
PE;TACNA;2020-06-04;58;410;;468;17438
PE;TACNA;2020-06-05;72;432;;504;17685
PE;TACNA;2020-06-06;72;434;;506;18147
PE;TACNA;2020-06-07;72;452;;524;18569
PE;TACNA;2020-06-08;41;494;;535;18604
PE;TACNA;2020-06-09;41;506;;547;18923
PE;TACNA;2020-06-10;41;522;;563;19350
PE;TACNA;2020-06-11;41;531;;572;19851
PE;TACNA;2020-06-12;41;541;;582;20374
PE;TACNA;2020-06-13;41;555;;596;20933
PE;TACNA;2020-06-14;41;566;;607;21117
PE;TACNA;2020-06-15;41;570;;611;21263
PE;TACNA;2020-06-16;41;583;;624;21744
PE;TACNA;2020-06-17;41;639;;680;22120
PE;TACNA;2020-06-18;41;647;;688;22592
PE;TACNA;2020-06-19;41;651;;692;22847
PE;TACNA;2020-06-20;41;697;;738;23244
PE;TACNA;2020-06-21;41;706;;747;23455
PE;TACNA;2020-06-22;41;763;;804;23519
PE;TACNA;2020-06-23;41;769;;810;23867
PE;TACNA;2020-06-24;41;774;;815;24048
PE;TACNA;2020-06-25;41;780;;821;24310
PE;TACNA;2020-06-26;41;807;;848;24552
PE;TACNA;2020-06-27;41;828;;869;24938
PE;TACNA;2020-06-28;41;835;;876;25466
PE;TACNA;2020-06-29;41;847;;888;25744
PE;TACNA;2020-06-30;41;856;;897;25970
PE;TACNA;2020-07-01;65;879;;944;26361
PE;TACNA;2020-07-02;75;885;;960;26456
PE;TACNA;2020-07-03;79;892;;971;26843
PE;TACNA;2020-07-04;101;906;;1007;27032
PE;TACNA;2020-07-05;110;924;;1034;27221
PE;TACNA;2020-07-06;110;928;;1038;27382
PE;TACNA;2020-07-07;110;955;;1065;27749
PE;TACNA;2020-07-08;137;970;;1107;27956
PE;TACNA;2020-07-09;149;988;;1137;28435
PE;TACNA;2020-07-10;220;1003;;1223;28862
PE;TACNA;2020-07-11;224;1033;;1257;29247
PE;TACNA;2020-07-12;261;1041;;1302;29849
PE;TACNA;2020-07-13;290;1051;;1341;30003
PE;TACNA;2020-07-14;303;1071;;1374;30528
PE;TACNA;2020-07-15;328;1118;;1446;30835
PE;TACNA;2020-07-16;345;1155;;1500;31205
PE;TACNA;2020-07-17;364;1186;;1550;31523
